,drVersion,inputFileName,sessionId,serviceProvider,flow,ip1Loc,port1Loc,ip2Loc,port2Loc,ip1Net,port1Net,ip2Net,port2Net,mediaType,sessionStartTime,sessionBindingDelay,streamingStartTime,streamingEndTime,streamingDuration,sessionDuration,avgMos,sdvMos,avgTransportScore,sdvTransportScore,totPoorScores,totPoorScoresDuration,transportProtocol,protocolCause,ssrc,ssrcAux,avgBr,sdvBr,avgFps,sdvFps,totalMB,fecMB,totalAuxMB,fecAuxMB,seenPack,missedPack,redPack,fecPack,auxSeenPack,auxMissedPack,redAuxPack,fecAuxPack,sdpAvailable,codec,redCodec,fecCodec,auxCodec,redAuxCodec,fecAuxCodec,partialRecord,appliedModel,probe,instance,GTPIpUL,GTPIpDL,GTPTeidUL,GTPTeidDL,qfi
109,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,2899027671404523503,Teams,17,52.113.37.13,3480,10.8.0.18,32849,52.113.37.13,3480,92.223.249.51,32849,Video,2022-01-28 14:30:55.703,1186.65,2022-01-28 14:50:47.331,2022-01-28 15:06:21.200,933.87,2577.16,,,,,,,101,0-000,0x89c,0x89d,709.35,99.63,25.06,6.99,82.91,0.85,2.17,0.00,114366,0,0,1737,3576,0,0,1,0,H.264;90000;70,,H.264 FEC;90000;,H.264;90000;70,,H.264 FEC;90000;,1,P1201;;LR,nth2,01,,,,,
110,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,2899027671404523503,Teams,19,52.113.37.13,3480,10.8.0.18,50001,52.113.37.13,3480,92.223.249.51,50001,Audio,2022-01-28 14:30:55.703,1186.62,2022-01-28 14:50:50.735,2022-01-28 15:11:50.938,1260.20,2577.16,,,,,,,101,0-000,0x641,,33.16,12.75,42.96,13.33,3.80,0.00,,,39521,0,0,173,,,,,0,Satin;16000;60,,Audio FEC;;,,,,1,P1201;;LR,nth2,01,,,,,
111,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,2899027671404523503,Teams,20,52.113.37.13,3481,10.8.0.18,34350,52.113.37.13,3481,92.223.249.51,34350,Sharing,2022-01-28 14:30:55.703,1186.70,2022-01-28 15:06:23.250,2022-01-28 15:11:50.774,327.52,2577.16,,,,,,,101,0-000,0xc82,0xc83,245.48,174.64,3.18,0.97,10.06,0.30,2.07,0.00,11233,0,0,407,2034,0,0,3,0,H.264;90000;310,,H.264 FEC;90000;,H.264;90000;530,,H.264 FEC;90000;,1,P1201;;LR,nth2,01,,,,,
112,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,2899027671404523503,Teams,22,10.8.0.18,8776,52.113.37.13,3480,92.223.249.51,8776,52.113.37.13,3480,Data,2022-01-28 14:30:55.703,1186.71,2022-01-28 15:06:23.526,2022-01-28 15:06:23.526,0.00,2577.16,,,,,,,101,0-000,0x26ab,,0.49,0.00,1.00,0.00,0.00,0.00,,,1,0,0,0,,,,,0,x-data;90000;,,,,,,1,P1201;;LR,nth2,01,,,,,
113,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,997780362316287131,Teams,0,10.8.0.14,50002,52.113.224.5,3479,92.223.249.51,50002,52.113.224.5,3479,Audio,2022-01-28 14:30:13.955,1.02,2022-01-28 14:30:18.664,2022-01-28 14:50:38.482,1219.82,2625.54,,,,,,,101,0-000,0x30bd,,35.53,10.31,45.82,10.56,3.99,0.00,,,41262,4,0,115,,,,,0,Satin;16000;60,,Audio FEC;;,,,,1,P1201;;LR,nth2,01,,,,,
114,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,997780362316287131,Teams,1,52.113.224.5,3479,10.8.0.14,50002,52.113.224.5,3479,92.223.249.51,50002,Audio,2022-01-28 14:30:13.955,1.02,2022-01-28 14:31:19.596,2022-01-28 14:50:42.473,1162.88,2625.54,,,,,,,101,0-000,0x3e8,,28.18,14.27,38.54,13.93,2.82,0.01,,,31204,0,1813,332,,,,,0,Satin;16000;60,Redundancy;8000;120,Audio FEC;;,,,,1,P1201;;LR,nth2,01,,,,,
115,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,997780362316287131,Teams,2,52.113.224.5,3480,10.8.0.14,50027,52.113.224.5,3480,92.223.249.51,50027,Video,2022-01-28 14:30:13.955,0.98,2022-01-28 14:31:23.119,2022-01-28 14:50:42.347,1159.23,2625.54,,,,,,,101,0-000,0x3eb,0x3ec,691.74,290.81,20.75,8.80,93.82,7.51,10.10,0.00,139941,0,0,8491,13649,0,0,17,0,H.264;90000;50,,H.264 FEC;90000;,H.264;90000;70,,H.264 FEC;90000;,1,P1201;;LR,nth2,01,,,,,
116,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,997780362316287131,Teams,4,10.8.0.14,50027,52.113.224.5,3480,92.223.249.51,50027,52.113.224.5,3480,Video,2022-01-28 14:30:13.955,0.98,2022-01-28 14:32:09.120,2022-01-28 14:50:42.826,1113.71,2625.54,,,,,,,101,0-000,0x30be,0x30bf,716.30,96.69,21.29,7.96,99.74,1.02,2.57,0.00,128339,7,0,1781,3773,0,0,0,0,H.264;90000;80,,H.264 FEC;90000;,H.264;90000;90,,,1,P1201;;LR,nth2,01,,,,,
117,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,997780362316287131,Teams,6,52.113.224.5,3480,10.8.0.14,50027,52.113.224.5,3480,92.223.249.51,50027,Video,2022-01-28 14:30:13.955,0.98,2022-01-28 14:44:18.837,2022-01-28 14:47:15.720,176.88,2625.54,,,,,,,101,0-000,0x3e9,0x3ea,35.22,30.27,6.03,5.22,0.29,0.13,0.08,0.00,1334,0,0,390,290,0,0,10,0,H.264;90000;180,,H.264 FEC;90000;,H.264;90000;180,,H.264 FEC;90000;,1,P1201;;LR,nth2,01,,,,,
118,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,997780362316287131,Teams,8,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,52.113.37.13,3480,Audio,2022-01-28 14:30:13.955,1228.26,2022-01-28 14:50:42.901,2022-01-28 15:11:50.857,1267.96,2625.54,,,,,,,101,0-000,0x35d2,,30.95,12.09,43.09,13.23,3.54,0.00,,,39546,0,0,160,,,,,0,Satin;16000;60,,Audio FEC;;,,,,1,P1201;;LR,nth2,01,,,,,
119,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,997780362316287131,Teams,9,52.113.37.13,3480,10.8.0.14,50008,52.113.37.13,3480,92.223.249.51,50008,Audio,2022-01-28 14:30:13.955,1228.26,2022-01-28 14:50:43.612,2022-01-28 15:11:50.197,1266.59,2625.54,,,,,,,101,0-000,0x3e8,,34.81,12.51,43.45,12.41,3.53,0.00,,,35392,0,1890,158,,,,,0,Satin;16000;60,Redundancy;8000;120,Audio FEC;;,,,,1,P1201;;LR,nth2,01,,,,,
120,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,997780362316287131,Teams,10,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,52.113.37.13,3480,Video,2022-01-28 14:30:13.955,1228.26,2022-01-28 14:50:45.180,2022-01-28 15:11:51.100,1265.92,2625.54,,,,,,,101,0-000,0x35d3,0x35d4,183.26,29.88,14.81,1.41,7.63,0.01,0.00,0.00,12268,0,0,71,15,0,0,0,0,H.264;90000;70,,H.264 FEC;90000;,H.264;90000;130,,,1,P1201;;LR,nth2,01,,,,,
121,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,997780362316287131,Teams,12,52.113.37.13,3480,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,Video,2022-01-28 14:30:13.955,1228.26,2022-01-28 14:50:45.580,2022-01-28 15:11:50.512,1264.93,2625.54,,,,,,,101,0-000,0x3eb,0x3ec,786.74,177.14,25.93,6.67,124.50,5.28,10.57,0.00,183484,0,0,5847,14816,0,0,2,0,H.264;90000;50,,H.264 FEC;90000;,H.264;90000;70,,H.264 FEC;90000;,1,P1201;;LR,nth2,01,,,,,
122,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,997780362316287131,Teams,14,10.8.0.14,50035,52.113.37.13,3480,92.223.249.51,50035,52.113.37.13,3480,Video,2022-01-28 14:30:13.955,1228.26,2022-01-28 14:50:47.028,2022-01-28 15:06:21.167,934.14,2625.54,,,,,,,101,0-000,0x35d5,0x35d6,703.57,98.79,25.11,7.00,82.23,0.84,2.15,0.00,114364,0,0,1736,3574,0,0,0,0,H.264;90000;70,,H.264 FEC;90000;,H.264;90000;70,,,1,P1201;;LR,nth2,01,,,,,
123,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,997780362316287131,Teams,16,10.8.0.14,50049,52.113.37.13,3481,92.223.249.51,50049,52.113.37.13,3481,Sharing,2022-01-28 14:30:13.955,1228.28,2022-01-28 15:06:23.016,2022-01-28 15:11:51.019,328.00,2625.54,,,,,,,101,0-000,0x39bb,0x39bc,243.41,168.64,3.17,0.98,10.01,0.30,2.11,0.00,11233,3,0,403,2075,0,0,0,0,H.264;90000;310,,H.264 FEC;90000;,H.264;90000;540,,,1,P1201;;LR,nth2,01,,,,,
124,21_01_236_988741304,Teams-2022-01-28-CONF-Fern-Pier-Tun0-nthlab02-FerMobile-PierPC.,997780362316287131,Teams,18,52.113.37.13,3480,10.8.0.14,50041,52.113.37.13,3480,92.223.249.51,50041,Data,2022-01-28 14:30:13.955,1228.28,2022-01-28 15:06:23.587,2022-01-28 15:06:23.587,0.00,2625.54,,,,,,,101,0-000,0x96a,,0.54,0.00,1.00,0.00,0.00,0.00,,,1,0,0,0,,,,,0,x-data;90000;,,,,,,1,P1201;;LR,nth2,01,,,,,
